iteration,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score
325,110,110,100,100,90,90,80,80,90,70,80,60,90,70,80,60,70,50,80,40
326,110,90,120,80,110,90,120,100,110,110,100,120,110,110,100,120,90,110,80,100
327,90,110,80,120,90,110,80,120,90,110,80,100,90,110,100,100,90,90,80,80
328,90,110,80,100,90,90,100,80,110,70,100,80,110,70,100,80,90,70,80,80
329,90,90,80,80,70,70,80,60,70,50,80,40,70,30,60,40,50,30,60,20
330,110,90,120,100,130,90,140,80,130,90,120,100,110,110,100,120,110,130,100,120
331,110,90,120,80,130,70,140,80,130,70,120,60,130,50,120,40,110,30,100,20
332,90,90,100,80,110,70,120,60,110,50,120,40,110,30,120,20,130,30,120,40
333,90,110,80,100,90,90,80,100,70,90,60,80,70,70,60,80,50,90,40,80
334,110,90,100,80,90,70,80,60,90,50,80,40,70,30,60,20,50,10,40,0
335,90,90,80,80,70,90,60,80,50,70,40,60,30,50,20,40,10,30,20,20
336,110,90,120,100,110,90,100,80,110,90,100,80,90,90,100,80,90,90,80,80
337,90,90,100,80,110,70,100,60,110,70,100,60,90,70,100,60,90,50,80,60
338,110,90,120,80,130,90,120,80,130,90,120,80,110,70,100,60,90,50,100,40
339,90,110,80,100,90,90,80,100,90,110,80,100,70,90,60,80,50,70,40,80
340,110,110,100,100,90,90,80,80,90,90,100,100,110,90,120,100,130,90,120,80
341,110,90,120,100,110,90,100,80,90,70,100,60,110,70,120,60,130,50,140,60
342,110,110,100,120,110,110,120,100,110,90,100,80,90,90,80,80,90,90,80,100
343,110,110,100,100,90,90,80,80,70,90,80,80,70,70,60,80,70,70,60,80
344,110,110,120,100,110,90,100,80,110,90,100,80,110,70,120,60,110,50,100,40
345,90,90,80,80,70,90,80,80,70,70,60,60,50,70,60,60,50,50,40,40
346,90,90,80,100,70,110,60,120,50,130,40,120,30,130,20,120,10,130,0,140
347,90,110,100,100,90,90,80,80,70,90,80,100,70,90,60,80,50,70,40,60
348,90,90,80,80,70,90,80,80,70,90,80,80,70,90,80,80,70,70,60,60
349,110,90,100,80,90,90,80,80,70,90,60,80,50,70,60,60,70,50,60,60
350,90,110,80,100,70,110,60,120,50,110,60,100,50,90,40,80,50,70,60,80
351,110,90,100,100,110,90,100,80,110,90,120,100,130,90,120,80,130,70,120,60
352,110,90,120,100,110,90,120,80,110,70,100,80,90,90,100,80,90,90,100,80
353,110,90,100,80,110,70,100,60,110,50,120,40,110,30,100,20,110,10,100,20
354,90,90,80,80,70,70,60,60,50,50,40,60,30,50,20,40,10,30,0,20
355,90,110,100,100,90,90,100,80,90,90,80,80,70,70,60,80,70,70,60,60
356,90,90,80,80,70,70,60,60,70,70,80,80,90,90,80,80,70,70,60,60
357,110,90,100,80,90,70,80,60,70,50,80,40,90,50,80,40,70,50,80,40
358,90,90,80,100,70,90,60,100,50,110,60,100,50,90,40,80,30,70,20,80
359,90,110,80,100,70,110,60,120,70,130,60,120,50,110,40,100,30,90,40,80
360,90,110,80,100,90,90,100,80,90,90,100,100,110,90,100,80,90,70,100,80
361,90,110,80,100,70,90,80,100,70,90,60,80,70,70,80,80,90,90,80,100
362,90,90,80,100,90,110,80,100,90,90,80,80,70,90,60,80,50,90,60,80
363,90,90,80,80,90,70,80,60,70,70,80,60,70,50,60,40,50,30,40,20
364,90,90,80,80,90,90,80,80,90,70,80,60,70,70,60,60,50,70,60,60
365,90,90,80,80,70,90,80,80,90,90,80,100,90,90,100,80,90,90,80,80
366,90,90,80,80,70,90,60,100,50,90,40,80,30,70,40,60,30,50,20,40
367,90,90,100,80,90,70,80,60,70,70,80,60,70,50,80,40,90,30,80,20
368,90,110,80,100,70,90,60,80,50,90,60,80,50,70,40,60,50,50,60,40
369,110,90,100,80,110,70,100,60,110,50,100,40,90,30,80,20,90,30,80,20
370,90,90,80,80,70,90,60,100,70,90,60,80,50,90,40,80,30,70,20,80
371,90,90,80,80,70,70,60,60,50,70,40,60,30,50,20,60,30,70,20,80
372,90,90,80,80,70,70,80,60,70,70,60,60,50,50,40,40,30,30,40,20
373,90,110,80,120,70,110,60,120,50,110,40,100,30,90,20,100,10,90,0,80
374,110,110,100,100,90,90,80,100,90,90,100,80,110,70,100,60,90,50,100,40
375,90,90,100,100,110,110,100,100,90,90,80,80,70,90,60,100,50,110,60,100
376,110,90,100,80,90,70,80,80,70,90,80,100,90,110,80,100,70,90,80,100
377,90,90,100,80,90,70,100,60,90,50,100,60,90,50,80,60,70,50,80,60
378,110,90,100,100,90,110,100,120,90,130,80,120,70,110,80,100,70,110,80,100
379,110,90,120,80,110,70,100,60,90,50,100,40,90,30,80,40,70,30,60,20
380,90,90,80,100,90,90,80,80,90,90,80,100,70,90,60,100,50,90,60,80
381,110,90,100,80,90,90,80,100,70,90,60,100,50,90,60,80,70,70,80,80
382,90,90,80,80,70,70,80,80,90,90,80,80,70,70,60,80,50,70,40,80
383,90,90,80,80,70,70,60,60,70,70,60,60,50,50,40,60,30,50,40,40
384,90,110,80,120,70,110,60,100,50,110,40,100,50,110,60,100,70,90,80,80
385,90,90,100,80,90,70,80,80,90,70,80,60,70,50,80,40,90,30,80,40
386,110,90,100,100,110,90,100,80,90,90,100,100,110,90,100,80,90,90,80,80
387,110,90,100,80,110,90,120,100,110,110,120,100,130,90,120,100,130,110,140,120
388,90,110,100,120,110,130,100,140,110,150,120,140,110,150,100,160,90,170,100,160
389,90,90,80,80,70,70,80,60,90,50,80,60,70,50,60,40,50,50,60,40
390,110,90,100,80,110,70,100,60,90,50,80,60,90,50,80,40,90,30,80,40
391,110,90,100,80,110,70,100,60,90,70,100,60,110,70,100,80,90,70,80,60
392,90,90,100,80,110,70,100,80,110,70,120,60,110,70,100,80,90,70,80,80
393,90,90,80,80,70,70,60,60,70,70,80,60,70,70,60,60,50,70,60,80
394,90,90,80,100,70,110,60,100,70,90,60,100,50,90,40,80,30,70,40,60
395,90,90,80,80,70,90,80,100,70,110,80,120,90,110,80,120,90,110,80,100
396,90,90,80,80,90,70,100,60,90,50,100,40,90,30,80,40,90,50,100,40
397,90,90,80,80,70,90,60,80,70,70,60,80,50,70,40,80,30,70,40,60
398,110,90,100,80,90,70,100,80,110,70,100,80,90,90,80,100,70,110,60,120
399,90,90,100,80,90,70,80,60,90,70,100,60,110,70,120,80,110,70,120,80
400,110,90,120,80,110,90,100,80,110,90,120,80,130,70,140,80,150,70,140,60
401,110,110,120,100,110,90,100,80,110,90,100,80,110,70,120,60,110,70,100,60
402,90,110,100,100,110,90,100,100,90,90,100,80,110,70,100,60,90,70,100,60
403,90,110,80,100,90,110,80,120,70,110,80,100,70,110,60,100,70,90,60,80
404,110,110,100,100,90,90,80,80,90,70,80,80,90,90,80,80,70,90,60,80
405,110,90,100,100,110,90,120,100,110,90,120,80,110,70,100,60,90,50,100,40
406,90,90,80,80,70,70,60,60,50,50,40,60,50,50,40,40,50,30,60,20
407,90,90,100,80,90,70,100,80,110,70,120,60,110,50,100,40,90,50,100,40
408,110,90,100,100,90,90,100,80,90,90,80,100,70,90,60,80,50,70,40,60
409,90,110,100,100,90,90,100,80,90,70,80,80,70,70,60,60,50,50,60,40
410,110,90,100,80,110,70,100,80,90,90,80,80,70,90,60,100,70,90,60,100
411,90,90,80,80,70,70,60,60,50,70,60,80,50,90,60,80,70,70,80,60
412,90,110,100,100,90,90,80,80,90,70,80,60,70,50,80,60,90,50,100,40
413,90,90,80,100,90,90,80,100,70,110,60,100,70,90,60,80,50,70,60,80
414,90,90,80,80,70,70,60,80,50,70,60,60,50,70,60,80,70,90,80,100
415,90,110,80,100,90,90,80,80,70,70,80,60,70,70,80,60,70,70,60,60
416,90,110,80,100,70,110,60,100,70,110,80,100,70,90,80,80,70,90,80,100
417,90,90,80,80,70,70,60,60,50,70,40,80,30,70,40,80,30,90,20,100
418,110,90,100,80,90,70,80,60,90,50,100,60,90,50,80,60,70,70,60,60
419,90,110,100,100,110,110,100,120,90,130,80,120,70,130,80,140,70,130,80,120
420,90,110,100,100,110,90,100,80,90,70,100,60,110,70,120,60,110,50,100,40
421,110,90,100,100,110,90,100,100,90,90,80,100,70,90,60,80,50,70,40,60
422,110,90,100,80,90,70,80,60,70,50,80,40,90,30,80,20,90,10,80,0
423,110,90,120,80,130,90,140,80,130,90,140,80,150,70,140,60,130,50,140,40
424,90,90,80,80,70,90,60,80,50,90,40,100,50,110,40,100,50,110,60,120
425,90,90,100,80,110,90,100,80,90,70,80,60,70,50,60,60,50,50,60,40
426,90,110,80,120,90,130,100,120,110,110,120,120,110,110,100,100,90,110,100,100
427,90,110,80,100,70,110,80,120,70,110,80,100,70,90,60,80,50,70,40,60
428,110,90,120,100,110,90,100,80,110,90,100,80,110,70,120,60,110,50,100,40
429,90,110,80,100,70,110,60,100,50,90,40,80,30,70,20,80,30,70,40,80
430,90,110,80,100,70,90,60,80,50,70,60,60,50,50,40,40,30,50,20,40
431,90,90,80,80,90,90,80,80,70,90,80,80,70,70,60,60,70,50,60,40
432,90,110,100,120,90,110,100,120,110,130,100,120,90,130,80,120,70,110,60,120
433,110,90,120,100,110,90,100,100,110,110,100,120,90,110,100,100,90,110,100,100
434,90,90,80,100,90,110,80,100,90,90,80,80,90,90,80,80,70,70,60,60
435,90,90,80,80,70,70,80,80,90,90,80,80,70,70,60,60,50,70,40,60
436,110,90,100,80,110,70,100,80,90,90,100,100,110,90,100,80,90,70,80,80
437,90,90,100,80,90,70,80,60,90,70,100,80,110,70,100,60,90,50,100,40
438,110,90,120,80,130,70,120,60,130,50,120,40,130,30,140,40,130,30,120,20
439,110,90,120,80,130,70,120,60,130,50,120,40,130,50,120,40,130,50,120,40
440,90,90,80,80,70,70,60,80,50,70,40,60,30,50,20,40,10,50,0,40
441,90,110,100,120,110,110,100,100,110,90,100,100,90,110,80,100,90,110,80,100
442,110,110,100,100,110,110,120,100,130,90,120,80,130,70,120,60,110,50,120,40
443,90,110,80,120,90,130,100,120,110,110,120,100,110,90,120,100,130,90,120,100
444,90,90,80,80,70,90,60,80,70,90,60,80,50,70,40,80,50,90,40,80
445,90,90,80,80,70,70,60,60,50,70,60,80,50,70,40,80,30,90,20,100
446,110,110,100,120,90,110,100,120,110,110,100,100,90,90,80,100,70,90,60,100
447,90,110,100,120,90,130,100,120,90,130,100,120,110,110,120,120,130,130,140,120
448,90,90,80,80,70,70,60,60,50,70,40,60,30,70,20,60,30,70,20,80
449,90,90,80,100,70,90,60,80,70,90,60,80,50,70,40,60,50,70,40,60
450,90,90,80,100,90,110,100,100,90,90,80,100,70,90,60,80,50,70,40,60
451,110,90,100,100,110,90,120,80,110,70,100,80,110,90,100,80,90,90,80,100
452,90,90,80,80,90,70,80,80,70,70,80,80,70,90,60,80,50,70,40,60
453,110,110,100,100,110,110,100,120,110,110,100,100,90,90,80,80,70,70,80,80
454,90,90,100,100,90,90,80,80,70,90,60,80,70,90,60,80,50,70,60,60
455,90,90,100,100,90,90,100,80,90,70,80,60,70,50,60,60,50,70,60,80
456,90,110,80,100,90,110,100,100,90,90,80,80,90,90,100,80,110,90,100,100
457,90,90,80,100,90,90,80,80,70,70,60,80,50,90,40,100,50,90,40,80
458,90,90,100,80,90,70,100,60,110,50,120,40,110,30,120,40,110,30,100,20
459,110,110,100,120,110,110,100,120,90,110,80,100,70,90,60,80,50,70,40,80
460,90,90,80,100,90,90,80,80,70,90,60,100,50,110,40,120,30,110,20,100
461,110,110,120,100,110,90,100,100,90,90,100,80,110,70,100,80,90,70,80,60
462,90,90,80,80,90,70,80,60,90,50,100,40,90,30,80,20,70,10,60,0
463,110,90,100,80,90,70,100,60,110,50,100,60,90,50,100,60,90,50,80,40
464,90,90,100,80,110,70,100,60,90,50,80,60,90,50,100,40,90,30,80,20
465,90,90,100,100,110,110,100,100,110,110,100,120,90,110,80,120,90,110,100,100
466,90,90,100,80,110,70,100,80,110,70,120,60,130,50,140,40,130,50,120,40
467,90,90,80,100,70,110,60,100,50,90,40,80,50,90,40,80,30,90,40,100
468,90,90,80,100,90,110,80,100,90,90,100,100,110,110,100,100,90,90,80,80
469,90,110,80,100,90,90,100,80,110,90,120,100,110,90,100,80,110,90,100,80
470,110,110,100,100,110,90,120,100,110,110,100,100,110,110,100,100,90,110,80,100
471,90,90,80,80,70,70,80,80,90,70,80,60,70,70,60,80,50,70,60,60
472,110,90,120,100,130,90,140,80,130,70,140,80,130,90,120,100,130,110,140,100
473,110,90,100,100,110,90,100,100,90,90,100,80,110,70,100,60,90,70,80,60
474,110,90,100,80,110,70,100,80,110,70,100,60,90,50,80,40,70,30,80,20
475,90,90,80,100,70,110,60,100,50,90,40,80,50,90,40,100,50,90,40,100
476,110,110,100,100,90,110,80,100,70,90,60,100,70,110,60,100,50,110,40,100
477,90,90,80,80,70,70,60,80,50,70,60,80,50,90,60,80,70,70,60,80
478,90,110,100,100,90,90,100,100,90,110,80,120,70,110,60,120,70,130,80,120
479,90,90,80,80,70,70,80,60,90,50,80,40,70,30,60,20,70,10,60,20
480,90,110,100,100,90,90,80,100,70,110,80,100,70,90,60,100,50,90,40,80
481,110,110,100,100,90,90,80,80,70,70,60,60,50,50,60,40,50,30,60,20
482,90,110,80,100,70,90,60,80,70,90,60,100,50,90,40,100,50,90,40,80
483,90,90,100,100,90,90,80,100,90,110,80,120,90,110,80,100,70,110,80,100
484,110,90,120,80,110,90,100,80,110,70,100,60,90,50,80,40,90,50,80,40
485,90,90,100,100,90,90,100,80,110,70,100,80,90,90,80,80,70,70,80,60
486,110,90,100,80,90,90,80,100,90,110,80,120,70,110,60,100,50,110,40,120
487,90,90,80,100,70,90,60,80,50,90,60,100,50,110,40,100,50,110,40,100
488,110,110,100,120,90,110,80,100,90,90,100,80,110,70,100,60,90,50,100,60
489,90,90,80,80,70,70,60,80,50,70,60,60,70,70,60,60,50,50,60,60
490,110,90,100,80,110,70,100,80,110,70,100,60,110,50,100,40,90,30,80,40
491,90,90,80,80,70,70,60,60,50,50,40,40,30,30,20,20,30,30,40,20
492,110,110,100,120,90,130,100,120,90,130,100,120,110,130,100,120,110,110,100,100
493,110,110,100,120,90,110,100,100,90,110,80,100,70,90,80,80,90,70,80,60
494,110,110,120,100,110,90,100,80,90,70,80,60,90,50,80,60,90,50,100,40
495,110,90,100,80,110,70,100,60,110,50,120,60,110,50,100,40,90,50,80,40
496,90,90,100,80,110,70,100,60,90,50,80,40,90,50,80,40,90,30,80,20
497,90,110,80,100,70,110,60,100,50,110,60,100,50,90,60,80,50,90,40,80
498,90,90,80,80,70,90,60,80,50,70,60,60,50,70,40,60,30,50,20,40
499,90,90,80,80,70,70,60,80,50,90,60,80,50,70,40,60,30,50,40,40
500,90,110,80,120,70,110,60,120,50,130,40,120,50,130,40,120,30,110,20,100
501,110,90,100,80,90,70,80,60,70,50,60,60,70,50,60,40,50,30,40,20
502,90,90,100,80,90,70,80,60,70,50,60,40,50,30,40,20,30,10,40,0
503,110,110,100,100,90,90,80,80,70,70,60,60,50,50,60,60,50,50,40,60
504,90,110,100,100,90,90,100,100,110,110,100,120,110,110,120,100,110,90,120,80
505,110,90,120,80,110,70,120,60,110,70,100,60,90,50,80,40,90,30,100,20
506,90,90,100,80,110,70,120,60,130,50,120,60,110,50,100,40,90,30,80,20
507,90,90,100,80,90,90,80,100,70,110,60,100,70,110,80,120,90,130,80,120
508,90,90,80,100,90,110,100,100,90,90,100,100,90,110,80,100,90,90,100,80
509,90,90,100,100,90,90,80,80,70,70,80,60,90,50,80,60,90,50,80,40
510,110,90,100,100,90,110,80,100,70,90,80,100,70,90,60,80,50,70,60,60
511,90,90,80,100,90,110,80,120,90,110,100,120,90,110,80,100,70,90,60,100
512,90,90,80,80,70,90,60,100,50,110,60,100,50,90,60,100,50,90,40,100
513,110,110,100,100,90,110,80,100,90,90,100,80,90,70,80,80,90,70,100,60
514,90,90,100,80,90,90,80,100,90,90,100,80,90,90,100,80,90,90,80,80
515,110,90,120,100,110,90,120,80,130,70,120,60,110,70,100,60,110,70,100,60
516,110,90,120,100,110,90,100,80,110,70,100,60,110,50,100,40,90,50,80,40
517,110,110,100,120,90,110,100,120,110,130,120,120,130,130,140,120,150,110,140,100
518,90,90,80,80,70,70,60,80,50,70,40,60,30,50,20,60,10,50,0,60
519,90,110,80,100,70,90,60,100,50,110,60,100,70,90,60,100,50,90,40,80
520,90,110,100,120,90,130,100,120,90,110,100,120,110,130,120,120,110,110,100,100
521,110,110,100,120,90,130,80,140,70,130,80,140,70,130,60,120,50,110,60,120
522,90,90,80,80,90,90,80,80,70,90,60,100,50,90,60,80,50,90,60,80
523,110,110,100,100,90,90,80,80,70,90,60,80,70,70,60,60,50,50,40,60
524,90,90,80,80,70,70,80,60,70,70,80,60,70,50,60,60,50,70,60,60
525,110,90,120,100,130,110,120,100,110,90,100,80,90,70,80,80,90,90,80,80
526,90,90,100,80,90,70,80,80,70,70,80,60,70,50,60,40,50,30,40,40
527,90,90,100,80,90,70,80,60,90,50,80,60,70,70,60,80,70,70,60,60
528,90,90,80,100,90,90,100,100,110,110,100,100,110,90,120,80,130,70,120,80
529,90,110,100,100,110,90,120,80,130,90,120,80,130,90,120,100,130,110,120,100
530,110,90,100,80,90,70,80,80,70,70,60,80,50,70,60,60,50,70,40,60
531,90,110,100,100,90,90,80,80,70,70,60,60,50,50,40,40,30,30,20,20
532,110,90,100,80,90,70,80,80,70,70,80,60,70,50,80,60,90,50,100,60
533,90,90,80,80,90,70,100,60,110,50,100,40,90,30,80,20,70,10,60,20
534,90,90,100,80,90,70,80,60,70,70,80,60,70,50,80,40,90,30,80,40
535,110,90,120,80,130,90,140,80,130,90,120,80,110,70,100,60,90,70,80,80
536,110,110,120,120,110,130,100,120,90,110,80,100,70,90,60,100,70,110,60,120
537,110,90,100,100,90,90,80,80,70,70,60,60,50,70,40,80,50,90,40,80
538,90,90,100,80,90,70,100,80,110,90,120,80,110,70,120,80,130,90,140,100
539,90,90,80,100,90,90,80,80,70,70,80,60,90,70,80,60,70,50,60,40
540,90,90,80,80,70,70,80,60,70,50,60,60,70,50,60,60,50,50,40,40
541,90,110,80,100,70,110,60,100,70,90,60,100,50,110,40,100,30,90,40,100
542,90,90,100,80,90,70,100,60,90,50,80,40,70,50,60,60,50,50,60,40
543,110,90,100,100,90,90,80,80,70,70,80,80,70,70,60,60,50,50,40,60
544,110,90,100,80,110,90,100,100,90,110,80,120,70,110,80,120,70,130,60,140
545,110,90,120,80,110,70,100,60,110,50,120,60,110,70,100,80,110,90,100,80
546,110,90,120,80,110,70,100,80,90,70,100,60,90,50,80,40,90,30,100,40
547,110,90,100,80,110,90,100,100,90,110,100,120,90,110,80,100,70,90,60,100
548,110,90,100,100,110,90,100,80,110,70,120,60,110,50,120,40,130,30,140,40
549,90,90,100,80,110,70,100,80,110,70,120,80,110,70,100,60,110,50,100,40
550,110,90,120,80,110,90,120,80,110,70,120,60,110,50,100,60,90,50,100,40
551,90,90,100,100,90,90,100,100,90,110,80,120,90,110,80,100,70,90,80,80
552,90,110,100,120,90,110,100,100,90,110,80,120,90,110,100,120,90,110,80,100
553,90,90,80,100,70,90,60,100,70,90,60,100,70,110,60,100,50,110,60,100
554,90,90,100,80,90,70,80,60,70,70,80,60,70,50,60,40,50,30,40,40
555,90,90,100,100,90,110,80,100,70,110,60,120,50,110,40,120,30,130,20,120
556,90,90,80,100,70,90,60,100,70,90,60,80,50,90,40,100,30,90,20,100
557,90,110,80,100,90,90,80,80,70,70,80,80,70,90,60,80,70,70,60,60
558,110,90,100,80,110,70,100,80,90,70,80,60,90,70,80,80,90,90,80,80
559,110,90,100,80,90,70,100,60,90,70,80,60,70,50,60,60,50,50,40,40
560,90,90,80,100,90,90,100,80,90,90,80,80,90,90,80,100,70,110,60,120
561,110,90,100,80,110,70,100,60,90,50,100,40,90,50,80,40,70,50,60,60
562,90,110,80,120,70,110,80,120,90,130,100,120,110,110,100,100,90,110,80,100
563,110,90,100,100,90,90,100,100,110,90,100,80,90,70,80,60,90,70,80,60
564,90,90,100,80,90,70,80,80,90,70,80,60,90,70,80,80,70,70,80,60
565,90,90,80,80,90,90,80,100,90,90,80,100,90,90,80,80,70,90,60,80
566,90,90,80,80,70,90,80,100,70,110,60,100,50,110,60,120,70,130,80,120
567,90,90,80,80,70,90,60,100,70,110,80,100,90,90,80,80,70,90,60,80
568,90,90,80,80,70,90,60,80,50,90,40,80,30,70,20,60,30,70,20,60
569,90,90,80,80,90,70,100,60,90,50,80,40,90,50,80,40,70,30,60,20
570,90,110,80,120,70,130,80,120,70,130,60,120,50,110,40,120,30,110,40,100
571,110,110,120,120,130,130,120,120,110,110,120,100,110,90,100,80,110,90,100,80
572,90,90,100,80,110,70,100,80,110,70,100,60,90,50,80,40,70,30,60,40
573,110,110,120,100,110,110,100,100,90,90,80,80,90,70,80,60,70,50,60,60
574,90,90,100,100,90,90,80,100,70,110,60,120,50,110,40,100,30,110,40,100
575,90,90,80,80,70,90,60,80,50,70,60,60,70,50,60,40,50,30,60,40
576,90,90,80,80,70,90,80,80,70,70,80,60,90,50,80,40,70,50,60,60
577,90,90,80,100,70,90,60,80,70,70,80,60,90,50,80,40,90,30,100,40
578,90,90,100,80,110,70,100,60,90,70,80,60,70,50,60,40,50,30,60,20
579,90,90,80,80,70,70,60,80,50,70,60,60,50,70,60,60,70,50,60,40
580,90,90,100,80,110,90,100,80,90,70,100,60,90,50,100,40,90,50,80,40
581,90,90,80,80,90,70,80,60,70,50,60,40,50,30,40,20,30,10,20,0
582,110,90,100,100,90,90,100,80,90,70,80,80,90,90,100,100,90,90,80,80
583,110,110,100,100,90,110,100,100,90,110,100,120,90,110,80,100,90,90,80,100
584,90,90,80,80,70,70,80,60,90,50,100,40,90,50,80,40,70,30,60,20
585,90,110,80,120,70,110,60,120,70,130,60,120,70,110,60,120,50,110,40,100
586,90,90,100,80,110,90,100,80,90,90,80,80,70,90,80,80,70,90,60,80
587,110,90,120,100,130,90,140,80,150,70,140,60,150,70,140,60,130,70,120,80
588,90,90,100,80,110,90,100,80,90,70,80,60,70,50,60,40,70,50,60,40
589,90,90,100,80,90,70,80,60,70,50,60,60,50,50,60,40,50,30,60,20
590,110,90,120,80,130,90,140,80,150,70,140,80,150,90,140,80,130,70,120,60
591,90,90,100,100,90,110,80,100,90,90,100,100,90,90,100,80,90,90,80,100
592,90,90,80,100,70,90,60,80,50,90,40,80,50,90,40,80,30,90,20,100
593,90,90,80,80,70,90,60,100,70,90,80,100,70,90,60,80,70,70,60,80
594,110,90,100,80,90,90,80,80,90,90,100,80,90,70,80,60,70,70,60,80
595,90,90,80,80,70,70,60,60,70,50,60,40,70,30,80,20,90,10,80,0
596,90,110,80,100,70,90,60,80,50,90,60,80,50,70,60,80,50,90,40,80
597,90,90,80,80,70,70,60,80,50,70,40,60,30,50,40,60,30,70,40,80
598,90,90,100,80,110,90,100,80,110,90,120,100,110,90,100,80,90,70,100,80
599,90,90,100,100,90,90,80,80,70,70,60,60,50,70,60,80,50,70,40,60
600,90,90,80,80,70,70,60,60,70,50,60,60,50,70,40,60,30,50,20,40
601,110,90,100,80,90,70,100,60,90,50,100,60,90,50,80,40,70,30,80,20
602,90,110,100,100,90,110,100,120,90,130,80,120,70,130,60,120,50,110,40,100
603,110,110,100,100,90,90,80,80,70,70,60,60,50,50,40,60,50,50,40,40
604,90,90,80,80,70,70,60,60,50,50,60,60,50,50,40,60,30,50,40,40
605,110,90,100,80,90,90,80,100,70,110,60,120,70,110,60,100,70,90,60,100
606,90,90,100,100,90,110,80,100,90,90,80,80,90,70,100,60,90,70,80,60
607,90,110,100,120,90,110,100,120,90,110,80,100,90,90,80,80,90,70,100,80
608,90,90,100,80,90,90,80,80,90,90,80,100,70,110,60,100,50,110,60,120
609,110,90,120,80,110,70,120,80,130,70,120,60,110,70,120,60,110,70,120,60
610,110,90,100,80,110,70,100,60,90,50,100,40,90,30,80,20,70,10,80,20
611,90,90,80,80,90,90,80,100,70,90,80,100,70,90,60,100,50,90,60,80
612,90,90,100,80,90,90,80,80,90,70,100,80,90,90,80,80,70,90,60,80
613,90,110,80,120,70,130,60,120,70,130,80,120,70,110,80,100,70,90,80,100
614,110,110,100,100,90,110,80,100,70,90,80,80,70,70,60,60,50,70,40,60
615,110,90,100,100,90,110,80,100,90,90,80,100,90,110,80,100,90,110,80,120
616,110,110,100,100,110,110,100,100,110,90,100,80,90,70,80,80,70,70,60,60
617,110,110,100,100,90,110,80,100,70,110,60,120,50,130,60,120,70,110,60,100
618,90,110,100,120,110,110,100,120,90,130,100,120,90,110,80,100,90,90,80,80
619,110,90,100,100,90,90,100,100,90,90,80,80,70,90,60,100,50,90,60,80
620,90,90,80,100,90,90,80,80,90,90,100,100,90,90,80,100,90,110,80,100
621,90,90,100,100,110,90,100,80,90,70,80,60,90,50,80,40,70,50,60,60
622,90,90,100,100,90,90,80,80,70,70,80,60,70,50,60,40,50,30,60,20
623,90,90,80,80,70,90,80,80,70,90,80,80,70,90,80,80,90,90,80,80
624,90,90,100,100,90,110,80,100,70,90,80,100,90,90,80,80,90,70,80,80
625,90,90,100,80,110,70,100,60,90,70,80,60,90,50,100,40,110,30,100,40
626,90,110,80,100,70,90,80,80,70,70,60,80,70,70,60,60,50,70,60,60
627,110,110,100,100,90,90,80,80,70,70,60,80,50,70,40,60,30,70,20,60
628,90,90,100,80,110,70,100,60,110,50,100,40,90,50,80,40,70,30,60,20
629,110,90,100,100,90,90,100,100,110,90,100,80,110,70,100,60,90,70,100,60
630,90,110,80,100,70,90,80,80,70,70,80,60,70,70,60,80,50,90,40,80
631,90,110,80,120,70,110,60,100,70,90,60,100,50,110,40,100,30,90,20,80
632,110,90,120,80,110,90,120,100,110,90,100,80,90,90,80,80,70,70,80,60
633,110,110,100,100,110,90,100,100,90,90,100,80,110,70,100,60,90,50,80,60
634,110,90,120,80,130,90,120,80,130,70,140,60,130,50,140,60,130,70,120,60
